number_of_episode,reward
14064,-15.4778524480593
14065,-25.6908841595001
14066,-19.9313045543099
14067,-23.6894659903458
14068,-23.7945523790993
14069,-13.6770030014804
14070,-45.9875558748801
14071,-20.0253266224125
14072,-36.1371547398118
14073,-32.6406880483937
14074,-27.2763299142768
14075,-35.5582019354167
14076,-20.9153031149241
14077,-24.5702930978601
14078,-34.7129064527312
14079,-30.5894020677618
14080,-23.8896675180107
14081,-16.881632926551
14082,-26.0600202365309
14083,-23.379090453614
14084,-21.7996710306045
14085,-22.6039698300797
14086,-31.1345086076139
14087,-24.3020679936699
14088,-22.309777787238
14089,-22.7090388878387
14090,-21.3248049326275
14091,-13.4242531498111
14092,-32.4518287785441
14093,-19.8522528213085
14094,-24.8411594555165
14095,-21.6686915736197
14096,-35.2733012568307
14097,-26.7379267235432
14098,-23.4437598213024
14099,-20.6284224724157
14100,-34.4874242685929
14101,-23.6774619732031
14102,-33.0856107194501
14103,-15.1920253179708
14104,-15.6782617144627
14105,-32.8055799159996
14106,-15.1607322744116
14107,-21.0913087248725
14108,-26.0349109946278
14109,-19.4452718093903
14110,-25.0195749245818
14111,-21.1515262307818
14112,-29.5010226601578
14113,-30.4713094516772
14114,-21.2801955151251
14115,-36.1254708167699
14116,-17.3519299887057
14117,-27.0504457691839
14118,-29.3460443159325
14119,-11.8437565305953
14120,-24.5940877192241
14121,-23.7333105107178
14122,-18.4606319922855
14123,-15.5874288453588
14124,-32.4138469763709
14125,-24.2312602592302
14126,-7.85646086952901
14127,-26.9046086258951
14128,-26.5533033527464
14129,-31.6991256219383
14130,-34.2759206295532
14131,-22.7354861998307
14132,-9.72296035396249
14133,-16.4069504628853
14134,-22.6108794997827
14135,-33.8327640404537
14136,-49.4210223586964
14137,-9.8918952872672
14138,-30.3731338210952
14139,-29.7863592092996
14140,-9.62138687543832
14141,-24.009516624724
14142,-33.3400038575177
14143,-14.2351896606252
14144,-20.3852088558832
14145,-16.7402109834988
14146,-27.8827450304315
14147,-24.5781953254798
14148,-11.916612188944
14149,-19.2671406127628
14150,-29.7417688941532
14151,-35.20432614097
14152,-35.4523129283765
14153,-23.9765543372689
14154,-29.2103211706631
14155,-44.881959549169
14156,-27.7997830774303
14157,-36.9613593815905
14158,-20.5783600255026
14159,-29.0425074711538
14160,-27.0827413632727
14161,-17.7631414528124
14162,-20.4168467410896
14163,-28.9097862229377
14164,-18.9743121252475
14165,-20.1850957347363
14166,-27.225615172992
14167,-13.4834137862434
14168,-25.2247902115697
14169,-28.380793839402
14170,-25.513614027405
14171,-19.8127392183074
14172,-22.0983986670308
14173,-28.3031480524955
14174,-24.23156454312
14175,-37.2755064172442
14176,-25.6596315870909
14177,-8.28863442910178
14178,-24.8965137856211
14179,-2.81614647811864
14180,-21.8395562818527
14181,-9.36253845287424
14182,-20.1445803277822
14183,-27.0836853921187
14184,-28.7304922982233
14185,-26.9388865550578
14186,-28.4073747819821
14187,-23.7589656108124
14188,-24.7833441036948
14189,-5.88882277145217
14190,-24.3906648165201
14191,-16.0213888024993
14192,-16.4650083861436
14193,-17.1952235048237
14194,-30.4757125074708
14195,-24.2289561038308
14196,-27.4617226368092
14197,-26.7026131076382
14198,-27.5968934792939
14199,-15.4328603315387
14200,-25.4489308841091
14201,-23.4798837562955
14202,-17.9363195395019
14203,-35.6633490074483
14204,-24.6348890146904
14205,-17.5894090852796
14206,-33.3624054846818
14207,-23.3181561983751
14208,-32.0980840200335
14209,-18.6754025465827
14210,-31.5392939009884
14211,-29.4718778547739
14212,-23.4036558281041
14213,-31.5557022163238
14214,-31.7105763640932
14215,-26.3655061395798
14216,-28.2224512859822
14217,-24.5773501115813
14218,-22.1669443901045
14219,-24.3129339151632
14220,-21.3053192814115
14221,-32.1390848493027
14222,-40.9948365731334
14223,-18.0231397681599
14224,-8.54866152548992
14225,-30.8594094257036
14226,-27.023557213702
14227,-25.1560173639743
14228,-24.9652966788034
14229,-22.0083471706453
14230,-34.8690649873
14231,-17.816231653637
14232,-37.9261865207779
14233,-25.6362065692213
14234,-18.9499457716027
14235,-25.7231436330764
14236,-31.6277205199237
14237,-11.9052166202309
14238,-18.3452118423288
14239,-18.7685190405761
14240,-25.8149728251414
14241,-33.4427199380297
14242,-8.4427575236116
14243,-22.9383069148944
14244,-17.2930037722762
14245,-28.2911882290489
14246,-25.7756951845037
14247,-17.1629146178527
14248,-23.2424908494281
14249,-28.0714593995245
14250,-27.9551698252449
14251,-24.1539173327977
14252,-28.909130736172
14253,-24.5847038579572
14254,-27.5289841434178
14255,-13.8442690586501
14256,-24.4626036879455
14257,-13.68961373693
14258,-33.7360342723728
14259,-21.7829089188111
14260,-36.4832734261398
14261,-17.2164348873515
14262,-3.72463975552274
14263,-12.2008048318499
14264,-21.8940858553507
14265,-23.702520746517
14266,-18.3329970259135
14267,-17.8683590999814
14268,-13.5029006609176
14269,-24.7817999466751
14270,-17.8741004624752
14271,-29.143439517024
14272,-31.5075299322972
14273,-25.8337023991622
14274,-27.3211824667741
14275,-17.8903997393972
14276,-15.4794609589383
14277,-19.3955260139996
14278,-17.4776766121787
14279,-22.7886667349351
14280,-18.2562098612446
14281,-23.6493018230976
14282,-15.77962800774
14283,-17.7678094924344
14284,-20.4028805109922
14285,-22.6660818174594
14286,-20.5571416769158
14287,-34.2824975410437
14288,-24.5026964899083
14289,-13.5659332774271
14290,-23.5738255212266
14291,-13.7349274089438
14292,-27.5137408656449
14293,-24.9625027553663
14294,-15.4243011947764
14295,-23.9376619973159
14296,-23.2554704997247
14297,-28.9303539401734
14298,-25.1499476577419
14299,-19.2566532602599
14300,-29.7534627725158
14301,-17.8588841408388
14302,-15.9440081043384
14303,-30.8189778503993
14304,-20.0283742186642
14305,-21.2442645050165
14306,-28.3956856461111
14307,-31.0055224778185
14308,-24.7715566450498
14309,-20.2433495838637
14310,-19.3480819867702
14311,-23.3644308195275
14312,-19.2262780254491
14313,-18.5486495201633
14314,-19.2936569590163
14315,-11.8709307674412
14316,-28.1650500611469
14317,-15.3512927499627
14318,-20.5665196116115
14319,-17.2660576316334
14320,-22.9893751854873
14321,-35.4006633210137
14322,-23.5900086145665
14323,-26.4736658217623
14324,-16.8068147638314
14325,-24.7099822231445
14326,-21.3932473377307
14327,-22.7262831424075
14328,-20.0953314094501
14329,-30.1435058776805
14330,-14.264044114857
14331,-18.2311593941235
14332,-10.3472102100144
14333,-26.7595313068898
14334,-23.034144796452
14335,-30.7519165636404
14336,-23.2705286198053
14337,-28.8030731415939
14338,-21.9291174751579
14339,-18.8236303048331
14340,-25.3622003478978
14341,-24.230854316537
14342,-18.6611971737409
14343,-34.3752174904323
14344,-21.597706633392
14345,-36.3398528751118
14346,-28.849518656007
14347,-31.7832699672972
14348,-16.6436375459838
14349,-25.6717506146758
14350,-17.3522210468705
14351,-24.2679674182644
14352,-37.379364554247
14353,-20.7783589229438
14354,-33.8120522142998
14355,-13.5098145033991
14356,-30.9465828544605
14357,-26.671074405787
14358,-18.9442466565323
14359,-12.0072530886931
14360,-31.2958689785906
14361,-21.4873073706362
14362,-31.9513718021179
14363,-15.6407657060641
14364,-20.5582872297759
14365,-33.5297051486815
14366,-29.0027028336847
14367,-31.8245658965475
14368,-27.3290164147323
14369,-36.8982028943189
14370,-24.0340595672336
14371,-13.8011430771517
14372,-37.1635258247826
14373,-24.4076450001049
14374,-23.9788048945783
14375,-14.1035334851788
14376,-24.9404654756017
14377,-24.2586637430853
14378,-25.5669809851146
14379,-32.4673349029922
14380,-43.9848938198922
14381,-27.5603697882898
14382,-38.9712241900848
14383,-24.4223948118348
14384,-30.4785193805806
14385,-24.2075644555241
14386,-33.2834342037617
14387,-21.6883907828101
14388,-9.36501154103436
14389,-35.0375674097583
14390,-28.679753229125
14391,-20.4800562609537
14392,-33.096462092099
14393,-28.3761934050957
14394,-31.7596661430746
14395,-18.7512205896117
14396,-15.7262621003935
14397,-24.6924058144089
14398,-25.3892285564608
14399,-15.749913075174
14400,-15.4673525585351
14401,-20.5955449677817
14402,-41.5600204082919
14403,-33.9100336223764
14404,-23.4592844573145
14405,-24.7577782731091
14406,-40.1404839716899
14407,-35.0688525991204
14408,-19.3906745123954
14409,-21.0108921940643
14410,-27.9407234151934
14411,-17.6186311626089
14412,-22.1473098402595
14413,-13.1435490426103
14414,-25.8885970868935
14415,-37.5748263584893
14416,-27.2420547122049
14417,-26.2374156540822
14418,-22.1969183489107
14419,-37.1351373816248
14420,-12.0857183816363
14421,-28.9835914120925
14422,-30.5325061803539
14423,-23.180784189259
14424,-23.7488785458989
14425,-25.3892937038254
14426,-21.105536438538
14427,-23.7408295627431
14428,-20.4997975484582
14429,-18.4989654242171
14430,-31.2684639773818
14431,-21.5990401166429
14432,-20.0629496510154
14433,-34.1025798097401
14434,-24.5585944952141
14435,-3.74462159219877
14436,-26.0431013251432
14437,-23.9087294424152
14438,-9.63988089590363
14439,-29.7810138415274
14440,-29.7323771050651
14441,-14.7976943469724
14442,-8.33031324018157
14443,-23.6275687040138
14444,-22.8599260498386
14445,-7.90238808887546
14446,-15.5419887504951
14447,-29.1637896276008
14448,-36.5562228953151
14449,-23.2585423966994
14450,-7.76261261247579
14451,-5.58794103215744
14452,-11.2605731880695
14453,-15.6514606015871
14454,-21.9561700737223
14455,-24.040161250619
14456,-11.6899650918986
14457,-14.2073020276901
14458,-21.8638968102753
14459,-31.9942565881244
14460,-15.3471879835831
14461,-24.0304806287121
14462,-26.8897798161423
14463,-20.5241996920316
14464,-20.9879559880644
14465,-30.1235996713205
14466,-18.2271123487843
14467,-32.8567592678232
14468,-30.2304729205212
14469,-27.729203510991
14470,-20.8742947911189
14471,-18.2779574517275
14472,-17.2206517498998
14473,-11.4305282356414
14474,-32.9467279142109
14475,-30.6536782223708
14476,-24.030668339777
14477,-30.0750872386903
14478,-20.957568985
14479,-21.9826406001861
14480,-12.3929799896503
14481,-27.698593909058
14482,-25.4783230235228
14483,-25.3201335904898
14484,-39.1699865976646
14485,-23.6882913425477
14486,-27.7814289840943
14487,-26.6841424166304
14488,-29.7914188450654
14489,-33.0338848294884
14490,-25.2124346911959
14491,-30.6431469821831
14492,-41.2404503081335
14493,-32.2369986011329
14494,-26.5780466509236
14495,-32.9227539269513
14496,-24.6814308573382
14497,-18.0697550529434
14498,-22.6973194617983
14499,-13.7263275640583
14500,-26.242948015348
14501,-24.4179476649922
14502,-19.8924706916996
14503,-26.1934348897324
14504,-19.1770844131489
14505,-26.2002932330161
14506,-28.2286568990501
14507,-17.5341309988387
14508,-32.7824301588687
14509,-30.6672543079094
14510,-31.9733925575546
14511,-28.7043078500583
14512,-29.1443778816786
14513,-23.3676740975736
14514,-17.0296914496275
14515,-14.7522189619577
14516,-27.4436128638444
14517,-17.7479995757439
14518,-22.4190287293787
14519,-25.3542623040515
14520,-14.9374432478949
14521,-17.7188029935661
14522,-19.6684365681516
14523,-35.1355851906315
14524,-24.9929773652845
14525,-15.383560435812
14526,-24.559089825603
14527,-21.0607416977275
14528,-21.848974093221
14529,-19.7735617297804
14530,-29.1171533606318
14531,-23.5259307548665
14532,-29.6507639834839
14533,-21.9194989236518
14534,-21.2986741128066
14535,-41.8454517791371
14536,-19.2998815028399
14537,-25.779795621171
14538,-35.4985041795718
14539,-24.706147439545
14540,-31.4207079038089
14541,-26.174509304579
14542,-26.11198523578
14543,-16.7423245263182
14544,-21.5608651962346
14545,-22.1057230114029
14546,-35.2651618087447
14547,-23.7050301699343
14548,-20.9242640451838
14549,-37.5864320959479
14550,-20.3089318282876
14551,-31.1992926291816
14552,-25.4651999195405
14553,-27.6253042778834
14554,-28.3394071749389
14555,-22.8013344339143
14556,-29.0302939621836
14557,-33.9318121613033
14558,-20.1579078597586
14559,-19.7001847642886
14560,-22.4230033190024
14561,-26.8798341855441
14562,-35.3230735202096
14563,-16.147110147002
14564,-32.1692612500419
14565,-33.8981195676129
14566,-25.2111246986762
14567,-33.9777567765321
14568,-44.0398988822094
14569,-27.2758152683691
14570,-29.2840305224744
14571,-32.1696990399682
14572,-31.5494144196494
14573,-33.3440118969996
14574,-24.3910176715754
14575,-20.4935837702675
14576,-27.1023234266033
14577,-25.7905126608827
14578,-36.8179809555959
14579,-30.9504215175825
14580,-35.7640738242014
14581,-25.1851942158094
14582,-16.6638302685378
14583,-23.5149480340529
14584,-28.8245436004763
14585,-31.605297814744
14586,-18.2446628964109
14587,-28.342610431461
14588,-20.8116398117705
14589,-26.0216768239298
14590,-20.7024135472316
14591,-16.2023963388283
14592,-22.1159794750216
14593,-25.3257250872001
14594,-25.3129870350377
14595,-26.9188659814597
14596,-18.7305798199915
14597,-25.9894195273527
14598,-31.1479705178045
14599,-26.6290593016288
14600,-34.0200902237035
14601,-24.9526855377177
14602,-23.6338821897769
14603,-30.9321656223774
14604,-35.7083453875753
14605,-8.1398293745776
14606,-15.3159511959464
14607,-14.6877376911508
14608,-26.731345000819
14609,-20.2873899084833
14610,-24.3579822823054
14611,-36.1631947948734
14612,-39.8848808059976
14613,-28.6969966916638
14614,-37.0776720082966
14615,-5.92286581314172
14616,-26.303955308886
14617,-26.2872039520879
14618,-29.3788930292488
14619,-24.8151170783078
14620,-32.640010593578
14621,-17.8247482635564
14622,-28.8312601727991
14623,-22.4060323047035
14624,-21.6323789694322
14625,-20.5480767615426
14626,-14.6030352470647
14627,-22.0781492589899
14628,-26.7358960914064
14629,-24.7068633877964
14630,-19.1022307746014
14631,-9.83206435896047
14632,-34.4528484621276
14633,-26.1158339134375
14634,-18.4280334948735
14635,-26.9861194885685
14636,-29.1849530765055
14637,-27.1022240584876
14638,-22.1899340415483
14639,-32.0496910856891
14640,-29.9457740844577
14641,-40.2235295869741
14642,-22.6223580088589
14643,-22.6281273570322
14644,-29.4510226453946
14645,-21.4512152117818
14646,-19.6204364597961
14647,-29.3246248880233
14648,-27.7206925068436
14649,-13.3613333300745
14650,-27.2512557054167
14651,-15.8865085398073
14652,-25.4479940948661
14653,-19.9638997114938
14654,-15.8920370871074
14655,-21.2586617891671
14656,-16.7394338875438
14657,-16.1151966151318
14658,-23.30510864664
14659,-28.8694748168459
14660,-27.4908058972149
14661,-10.841947503496
14662,-21.5510206809751
14663,-27.7671783782539
14664,-38.8802509738735
14665,-21.6661887878614
14666,-28.2582952647528
14667,-24.9173617778789
14668,-21.2847178223732
14669,-22.5566826161988
14670,-33.3142162251356
14671,-33.8491003321446
14672,-22.0660727216465
14673,-28.643666879249
14674,-22.7425432272495
14675,-24.7946654189284
14676,-33.5367197501142
14677,-35.4493737569067
14678,-40.8903575864826
14679,-16.9661983592914
14680,-25.2580628100742
14681,-22.1135074872216
14682,-15.3645607587819
14683,-24.8474045182869
14684,-20.232267282261
14685,-36.6097881369856
14686,-20.2299970725589
14687,-29.8458954235857
14688,-21.0397716083439
14689,-41.4171925426178
14690,-22.4472198358681
14691,-34.8963241803862
14692,-18.9123277711551
14693,-28.5745450821857
14694,-21.322907947087
14695,-25.6292041339504
14696,-29.995644930336
14697,-21.997720147756
14698,-12.8933149377555
14699,-37.9667068981382
14700,-13.603367491667
14701,-20.989098976751
14702,-20.0810859097498
14703,-25.8746305260093
14704,-24.7220072341664
14705,-12.0863359693212
14706,-28.6563884970049
14707,-24.6000220038003
14708,-38.3565070705838
14709,-27.1854690779467
14710,-23.6109017044324
14711,-19.623265559816
14712,-24.6783777272619
14713,-32.7391301857964
14714,-26.7517236990094
14715,-29.2420651557191
14716,-25.2616425739947
14717,-15.43303181248
14718,-18.6215106157214
14719,-28.6294023455078
14720,-13.9661281675531
14721,-25.7273916362448
14722,-23.5391377429101
14723,-32.7997344561071
14724,-19.7743740726869
14725,-28.7185678277245
14726,-26.1985270949273
14727,-31.5167434821275
14728,-32.8344660157499
14729,-36.0356807363004
14730,-30.0381576060476
14731,-38.9827596193164
14732,-20.9757785892837
14733,-39.579758408949
14734,-23.8410974072939
14735,-33.1114541948704
14736,-18.0028452061482
14737,-16.9951856514304
14738,-29.286192165054
14739,-23.5119464451685
14740,-35.1758406936269
14741,-19.8280785803396
14742,-26.0496254722468
14743,-32.9459650513744
14744,-32.6163360594371
14745,-32.6368735575361
14746,-30.8953777265109
14747,-22.9710480103363
14748,-27.9175380576228
14749,-29.3336808399373
14750,-41.4808413166987
14751,-30.6387919044092
14752,-36.4124467430196
14753,-23.1882954878227
14754,-34.1941465965922
14755,-23.9901060298048
14756,-30.2388547718061
14757,-31.4300304245478
14758,-24.9052927407783
14759,-27.0270712601612
14760,-28.0418739568898
14761,-24.7366832582839
14762,-26.3678731508332
14763,-34.2372913486758
14764,-24.272582930705
14765,-20.7255746848537
14766,-31.2505660136535
14767,-28.1022461877443
14768,-35.1037293925442
14769,-30.3265912885701
14770,-24.20323404635
14771,-20.2766861981337
14772,-17.1259077850294
14773,-31.1282525212111
14774,-27.3510320697408
14775,-23.2685855999937
14776,-32.4228439498269
14777,-22.3794212979835
14778,-19.6106489568126
14779,-16.57368400383
14780,-32.9649443059467
14781,-35.9126885285367
14782,-18.5122714753093
14783,-19.1116726163728
14784,-20.3274745921793
14785,-32.3960454599349
14786,-23.275929121391
14787,-23.1483660394394
14788,-29.7375995976306
14789,-23.8582314824719
14790,-22.2322859133117
14791,-28.9072293041329
14792,-29.8171696436534
14793,-18.0964695453475
14794,-24.2223403447978
14795,-13.7009272211265
14796,-28.1863113163649
14797,-28.9779405888899
14798,-6.6661850286979
14799,-6.55187793806404
14800,-32.9206345965519
14801,-17.1713281310755
14802,-34.3021158122861
14803,-33.4115936359217
14804,-28.1893961615691
14805,-33.4139574014604
14806,-14.7582236865181
14807,-22.0495725383405
14808,-19.1978161048792
14809,-16.9217163636448
14810,-25.6964497991714
14811,-19.6964270588172
14812,-22.9207515911465
14813,-16.8742000413852
14814,-28.9855064360787
14815,-19.827905658369
14816,-15.7664833361638
14817,-16.2132213799061
14818,-33.1604110457341
14819,-24.8322551298033
14820,-21.4335027137217
14821,-30.4031819784704
14822,-23.3858048485587
14823,-35.5443834793995
14824,-30.0295639849667
14825,-26.8874258577787
14826,-24.8260443840599
14827,-26.7216690087535
14828,-25.6891409157164
14829,-29.8943497356266
14830,-35.433405128526
14831,-33.7846640869266
14832,-35.9441273998375
14833,-24.1230403621984
14834,-20.7375731023754
14835,-44.8133760870645
14836,-34.8155841910692
14837,-18.5435995815599
14838,-32.2901455542315
14839,-9.35902828204352
14840,-24.2604342443355
14841,-29.3664505142362
14842,-32.9664721125497
14843,-26.3597857166515
14844,-36.767103987951
14845,-31.9379385108883
14846,-32.3405323300145
14847,-20.3760560728726
14848,-26.317628585633
14849,-24.7168237332793
14850,-24.710502918061
14851,-27.1658551056756
14852,-25.8648748620861
14853,-33.9556554590671
14854,-25.648564840213
14855,-19.0312880135227
14856,-35.8116151903899
14857,-29.2833398195332
14858,-33.5578663990318
14859,-33.1020859694993
14860,-29.9544049375739
14861,-17.5757650374135
14862,-17.1565434836666
14863,-32.7306990109454
14864,-25.0327775706446
14865,-25.1864816159299
14866,-25.6063848644488
14867,-26.8203073674827
14868,-30.2013156585196
14869,-25.6415745190822
14870,-27.6013009213726
14871,-9.61008998164266
14872,-21.7219114081936
14873,-33.9565089635616
14874,-30.3936695319845
14875,-9.77281427605793
14876,-25.081699923552
14877,-13.651919868274
14878,-33.1636124144898
14879,-24.8031849113596
14880,-25.0865268679161
14881,-19.4742275486911
14882,-31.1698981794595
14883,-29.6491103171278
14884,-28.1323545104071
14885,-15.7679727441621
14886,-16.3188018000682
14887,-46.5745698197027
14888,-38.2436736436671
14889,-26.1346254450032
14890,-17.8016263336675
14891,-17.4106153659905
14892,-32.3052660322557
14893,-22.1658137807176
14894,-16.7147149644076
14895,-27.0413772320584
14896,-42.3224082774579
14897,-26.8702948406878
14898,-30.6893257054364
14899,-22.3647959248624
14900,-27.6322005081345
14901,-42.0546167976011
14902,-15.0488744505879
14903,-23.8916829478414
14904,-26.0963313919411
14905,-12.420277786975
14906,-32.1872041331113
14907,-28.4164377499258
14908,-15.882182185171
14909,-35.0373912646986
14910,-19.8222682269258
14911,-28.502169991322
14912,-34.0594891469045
14913,-24.8849185722672
14914,-30.4034124269379
14915,-18.4941554662957
14916,-18.8310494194078
14917,-13.6383535642456
14918,-19.313721914766
14919,-37.0255459228352
14920,-17.7139669041715
14921,-22.9430510544899
14922,-20.4975370801903
14923,-15.3409067005603
14924,-21.3076186415644
14925,-24.8927239474847
14926,-20.990305381468
14927,-25.5161475115315
14928,-26.0497500749975
14929,-19.7168680837963
14930,-31.0683213078164
14931,-31.3831725430564
14932,-28.2887278762109
14933,-19.227802435106
14934,-27.1002015881918
14935,-23.3322822495134
14936,-24.300055746341
14937,-20.5063467698475
14938,-25.1747309095611
14939,-15.3228222809856
14940,-12.3612919701845
14941,-16.74150301543
14942,-15.151349938076
14943,-24.5698393656398
14944,-23.2744327458487
14945,-16.2188786037467
14946,-19.4194947268293
14947,-15.0485633518445
14948,-14.1326834498294
14949,-14.8878878059879
14950,-17.359648258251
14951,-16.8506208841289
14952,-17.5083536436338
14953,-26.4081693965736
14954,-15.7270352812732
14955,-19.7716677304998
14956,-35.2679514809222
14957,-20.708241676976
14958,-26.6263161274052
14959,-14.6427719901852
14960,-23.6251059939736
14961,-35.7389522053679
14962,-27.0964305117811
14963,-21.0573458652545
14964,-33.1249650354814
14965,-21.4058653236794
14966,-14.6474550448775
14967,-17.2314959271461
14968,-31.4640311962669
14969,-12.0775951105025
14970,-20.7128084413223
14971,-31.4238220955596
14972,-31.9561980931658
14973,-29.4951145245622
14974,-14.4854107784162
14975,-27.7775022522385
14976,-19.4427643058378
14977,-22.8316091730289
14978,-17.2685506799101
14979,-20.2272192128434
14980,-31.5657513154544
14981,-11.4138202501875
14982,-37.498428121247
14983,-24.5819472008859
14984,-21.2828602710615
14985,-30.9071324841506
14986,-16.9521922422283
14987,-24.7056060080811
14988,-35.5411124434511
14989,-18.1626378628354
14990,-21.0017590301657
14991,-19.8241635708261
14992,-24.0198181067558
14993,-14.880326311281
14994,-27.7345973670286
14995,-25.570409624762
14996,-32.8564530778485
14997,-21.1558403040772
14998,-25.4926255752608
14999,-27.8123659922194
15000,-23.0425160989262
15001,-26.59675496964
15002,-22.3956382950673
15003,-32.104147046136
15004,-22.8268743970623
15005,-30.5890315717572
15006,-25.8050042540624
15007,-23.8574073068729
15008,-14.1256068627405
15009,-30.4761093982187
15010,-19.2991273126768
15011,-23.5877754803602
15012,-14.5057920603857
15013,-27.8558216662085
15014,-29.3233662124953
15015,-16.6739158947458
15016,-36.9663511197307
15017,-33.865437572086
15018,-45.0794976533178
15019,-14.4781294183138
15020,-33.0796508445632
15021,-15.1414580441646
15022,-25.7896973539532
15023,-40.1988963727808
15024,-26.2831449543387
15025,-31.5409714853668
15026,-21.1100057430317
15027,-21.9695921579221
15028,-25.2108567941691
15029,-36.4844458159314
15030,-21.6088757738506
15031,-17.6326541582412
15032,-16.2915862939948
15033,-19.6033345088933
15034,-33.0227273745197
15035,-13.8546747380261
15036,-31.5509389743053
15037,-38.2703348762726
15038,-16.709320875175
15039,-9.05061648364777
15040,-20.0323869987438
15041,-32.6499525823175
15042,-26.7051782950931
15043,-25.1793661105351
15044,-14.0643953365952
15045,-32.2552949812878
15046,-18.3921519118507
15047,-26.9773299893665
15048,-17.1897463818902
15049,-17.0664987030009
15050,-25.2309234487263
15051,-26.7393666996099
15052,-14.8995359093113
15053,-23.6206322083024
15054,-21.4736541910119
15055,-22.3387644626613
15056,-31.4225316985722
15057,-13.3322056141972
15058,-32.2434263368833
15059,-17.5457357201445
15060,-29.163980915165
15061,-16.4871197773602
15062,-26.7330131027453
15063,-27.6740776914718
15064,-27.0401445646956
15065,-20.9403533340761
15066,-23.6531682613684
15067,-14.8674543621881
15068,-25.4014735182258
15069,-21.9207712968752
15070,-19.8346312822088
15071,-26.9135248338459
15072,-26.308337143096
15073,-24.5106940708014
15074,-27.0283182233474
15075,-29.9673448172996
15076,-19.8544626211144
15077,-30.4321020821802
15078,-22.6762998011187
15079,-13.9883699759441
15080,-24.1419918747171
15081,-23.8603447950184
15082,-36.2538133891539
15083,-11.5022174592885
15084,-29.2474626393236
15085,-24.1838192107167
15086,-8.36038879945865
15087,-24.1397212511299
15088,-17.474548327971
15089,-25.9697576617353
15090,-33.035878650704
15091,-18.2128089766057
15092,-44.2091652400214
15093,-18.0266432598613
15094,-35.4975606155178
15095,-15.286463853626
15096,-33.3971241942615
15097,-24.5710381079637
15098,-21.7305857147282
15099,-24.9828229963439
15100,-27.2386069610963
15101,-25.8525264908548
15102,-32.1780842752684
15103,-24.6810538130589
15104,-26.6494067038884
15105,-21.383344848004
15106,-30.8795197210465
15107,-13.4405155451804
15108,-24.8327790493452
15109,-35.7009151924966
15110,-25.2649274122318
15111,-19.7802048309621
15112,-32.5947177577245
15113,-18.6432660896281
15114,-24.1222502579333
15115,-35.2037282314178
15116,-19.1248692414323
15117,-29.9437368835404
15118,-31.2651474876083
15119,-15.6787182113299
15120,-18.9384531548132
15121,-17.6914180799608
15122,-21.8546765871905
15123,-16.2828482358701
15124,-14.9008224763221
15125,-35.7351619646588
15126,-22.3496500803711
15127,-22.105216895916
15128,-34.8985196033255
15129,-25.2022765059044
15130,-39.5230224662801
15131,-20.6809096232684
15132,-23.9036815311067
15133,-13.0204510665903
15134,-31.6905205785963
15135,-23.411766875143
15136,-29.8858947637748
15137,-23.1261988077918
15138,-21.1413711060513
15139,-23.4932727402248
15140,-20.3050479315287
15141,-18.188279949955
15142,-34.1997981091495
15143,-30.0554986100544
15144,-19.7372342829994
15145,-24.2993086064041
15146,-30.2902720724994
15147,-23.3340845201181
15148,-27.3328673703295
15149,-27.5058921396675
15150,-20.9204967222522
15151,-26.9757372530985
15152,-37.0518835471294
15153,-34.1940669724054
15154,-12.2777390898757
15155,-17.7187599213802
15156,-22.7939702030895
15157,-27.8637641863401
15158,-9.20204928667394
15159,-21.6918737386325
15160,-15.6943921600224
15161,-20.8756777775968
15162,-27.5507679541601
15163,-25.2183448535252
15164,-35.3763701403322
15165,-27.1345600556488
15166,-19.6773558548026
15167,-14.9497380580014
15168,-23.1025172334784
15169,-25.5317217674293
15170,-34.0447353256732
15171,-32.0937644938398
15172,-28.6254085101908
15173,-25.5078402850649
15174,-19.3450671574845
15175,-40.1155160598042
15176,-10.975373403309
15177,-25.6582447013193
15178,-11.7458611899379
15179,-23.2463218469792
15180,-30.079808753995
15181,-18.870882020867
15182,-21.3847085373902
15183,-23.7273290570155
15184,-25.0308867077965
15185,-41.4784002051154
15186,-20.9808251561468
15187,-17.0620793174013
15188,-31.2590195264462
15189,-28.5557902725579
15190,-19.6501945508477
15191,-29.7172948867878
15192,-19.2094484241691
15193,-23.3627156707664
15194,-23.7202939216592
15195,-27.7271762868036
15196,-30.1903095935451
15197,-34.9729821010936
15198,-18.7666613652735
15199,-20.752524407199
15200,-18.7967678871487
15201,-21.1949165885149
15202,-32.8700137095148
15203,-32.6339385067552
15204,-21.478078397449
15205,-26.0783202905772
15206,-31.5050690588265
15207,-41.4655302243028
15208,-34.7953989975767
15209,-30.3697880166619
15210,-19.2970684768822
15211,-18.0558910848629
15212,-13.8902401331408
15213,-12.6530350558462
15214,-19.6022936014752
15215,-25.2725110190859
15216,-32.0667551216547
15217,-21.8227392234821
15218,-36.9697998118516
15219,-31.8401855624257
15220,-29.5791705398768
15221,-26.152000128956
15222,-33.5012185133739
15223,-35.8952219816085
15224,-27.6363929222683
15225,-22.8375390604161
15226,-24.1847179485582
15227,-18.8186332116348
15228,-34.291749153186
15229,-40.0907314419128
15230,-25.6698801244051
15231,-27.1693091647659
15232,-24.9040343835835
15233,-19.4161380497645
15234,-21.8476671201937
15235,-9.63352129557654
15236,-27.9268505465095
15237,-33.471821709554
15238,-24.4213264838526
